,gamma,symmetry_smooth
161,0.03744507819676046,0.6595432586856339
162,0.03758944066574876,0.6595787139148399
163,0.03766284426971146,0.6595967398267036
164,0.03861898740296682,0.6598314248801276
165,0.039035190820079765,0.6599335140603513
166,0.03950144564528299,0.6600478316275629
167,0.0396559793502672,0.660085709320488
168,0.0397754081437828,0.6601149786253552
169,0.040016677288044346,0.6601740980649845
170,0.04020920042561389,0.6602212632584803
171,0.04055030491432728,0.6603048073804642
172,0.04084529524633777,0.6603770353151898
173,0.04115244412094842,0.660452218834305
174,0.04131347306974546,0.6604916265936916
175,0.041737959325393384,0.660595480253487
176,0.04174015997894555,0.6605960185516024
177,0.041973416599479535,0.66065306876355
178,0.042609929606086255,0.6608086847191411
179,0.04281641246252204,0.6608591462504653
180,0.042904621650516735,0.6608807003989271
181,0.04304584161501404,0.6609152042038443
182,0.044505201859153694,0.6612715024762451
183,0.04480622971597871,0.6613449384884477
184,0.04482324033985024,0.6613490876478104
185,0.04492814262787088,0.6613746735604678
186,0.04502958175360046,0.6613994124957996
187,0.0451760542301631,0.6614351301577406
188,0.045647465031461415,0.661550052919893
189,0.045925505141769254,0.6616178121542962
190,0.04605606038713317,0.6616496230863705
191,0.04683862687830174,0.6618402252818303
192,0.04734155772787046,0.6619626501705779
193,0.04743721793417182,0.6619859299787522
194,0.04765480564548405,0.6620388747885708
195,0.04786017842709909,0.6620888382368415
196,0.048105614435744584,0.662148536729102
197,0.048554856606143997,0.6622577753372434
198,0.048714132732823365,0.6622964951734968
199,0.04912468157840301,0.6623962749812817
200,0.04947444380620929,0.6624812539347966
201,0.049488084309504785,0.6624845675536307
202,0.04967037318070848,0.6625288464377163
203,0.049871463976400694,0.6625776845775833
204,0.050055015592000686,0.6626222559009894
205,0.05010826438797044,0.6626351848838087
206,0.05083941427878207,0.6628126529081726
207,0.05101548772374893,0.6628553743076718
208,0.05108270731565846,0.6628716824406701
209,0.05251031752693422,0.6632178246625922
210,0.05255968028973806,0.6632297861732278
211,0.05276200658529153,0.663278808649221
212,0.052894359157830584,0.6633108726229454
213,0.05293836602470726,0.6633215330578204
214,0.05368481394388825,0.663502299571843
215,0.05368667856370163,0.6635027509915578
216,0.054093432453092116,0.6636012092914817
217,0.05415975174569507,0.6636172594786357
218,0.0547461589432416,0.663759142078785
219,0.05516346097125895,0.663860070026807
220,0.055587437724363226,0.6639625791000269
221,0.05598678837873113,0.6640591036281316
222,0.05619655662818854,0.6641097936124644
223,0.05665336607775508,0.6642201525679685
224,0.05701578668985968,0.6643076813470974
225,0.057519445081453895,0.6644292810597026
226,0.057601679874731214,0.6644491308847069
227,0.058699521658482884,0.6647140114086424
228,0.05903247408775327,0.6647943016217345
229,0.05946194753869123,0.6648978385586964
230,0.05967068194675865,0.6649481482740393
231,0.059839095931984096,0.664988734288311
232,0.0598945013318808,0.6650020853273616
233,0.060139729379448496,0.6650611714964798
234,0.06041641913207806,0.6651278256036522
235,0.060571751630207026,0.6651652391300139
236,0.061651101468415334,0.6654250977286309
237,0.061752199895585815,0.6654494274703638
238,0.06202091925211983,0.6655140874489971
239,0.06205093030131728,0.6655213080316816
240,0.062057448871330134,0.6655228763630984
241,0.06240033736450207,0.6656053633354497
242,0.06302906971902199,0.6657565632585322
243,0.06356936272932096,0.665886442614311
244,0.06383597147016844,0.6659505141809537
245,0.0639394938604709,0.6659753896098118
246,0.06430958716230722,0.6660643051847671
247,0.06474596313335738,0.6661691167924256
248,0.0658308755084262,0.6664295657575751
249,0.06591820345198186,0.666450521958972
250,0.06606998130059104,0.6664869414226777
251,0.06623757620133562,0.6665271520070238
252,0.06723589656697591,0.6667665850332878
253,0.06782309063775777,0.6669073427918507
254,0.06783020756056168,0.6669090484803338
255,0.06810891817230767,0.6669758399637945
256,0.06866335654207248,0.6671086726687934
257,0.06898639095594597,0.6671860438264487
258,0.0693416711899226,0.6672711199984146
259,0.06941611222445034,0.6672889433875487
260,0.06963165617550114,0.6673405462753097
261,0.07008852929652924,0.6674499020979224
262,0.07074556074581866,0.667607112400997
263,0.07166853574976881,0.6678278475627392
264,0.07174637227268989,0.6678464568926573
265,0.07182859917678973,0.6678661149165989
266,0.07203578036283116,0.6679156414135424
267,0.07313260646918648,0.6681777322518612
268,0.07343988417506368,0.6682511260803701
269,0.0739689836578188,0.668377470480348
270,0.07475299499874621,0.6685646117308881
271,0.07483930757262583,0.6685852089301293
272,0.07497150663897899,0.6686167541968494
273,0.07521268058242063,0.668674296592837
274,0.0764153471057173,0.6689611216549486
275,0.07646603022629798,0.6689732046542952
276,0.07824665525233382,0.6693974837238562
277,0.07872572104028154,0.6695115585172059
278,0.07918618044599446,0.6696211731403159
279,0.07924537061160779,0.6696352615486953
280,0.07928084160122044,0.6696437041037183
281,0.0797579421451656,0.6697572435662893
282,0.08017619354919747,0.669856752818304
283,0.08022759436788311,0.6698689803307567
284,0.08031136719492801,0.6698889079122062
285,0.08074049481737633,0.669990972433695
286,0.08090117333512073,0.6700291821440313
287,0.08105951694972795,0.6700668332212276
288,0.08165024303133034,0.6702072669791009
289,0.08170148081488512,0.670219445583508
290,0.08212331117270971,0.6703196963350607
291,0.08282078472498816,0.670485403930986
292,0.08283244872501956,0.6704881745510445
293,0.08302691053071874,0.6705343636087197
294,0.08404592544804425,0.670776322009516
295,0.08447546533711278,0.6708782731272611
296,0.08491259337827914,0.670982000905169
297,0.08519194293557242,0.6710482759888626
298,0.08587154203636234,0.6712094677787731
299,0.08655690085173688,0.6713719661744999
300,0.08782402820604678,0.6716722453898833
301,0.08785364687225143,0.6716792618977516
302,0.08852718526087695,0.6718387899907488
303,0.08864376794409708,0.6718663969352592
304,0.08914812344125568,0.6719858095223147
305,0.08923616847475509,0.6720066520616359
306,0.08937761986121981,0.6720401352527512
307,0.08974438538645424,0.6721269413801415
308,0.09144986678638894,0.672530377867039
309,0.09179354488774075,0.6726116330107459
310,0.09185311238254865,0.6726257149856937
311,0.09207714808514816,0.6726786740176843
312,0.09218170862472208,0.6727033886551002
313,0.09223374794801573,0.6727156885315292
314,0.0926883274915234,0.6728231179092851
315,0.09271041631717145,0.6728283374614549
316,0.09289519599600783,0.6728719982986637
317,0.09351075638495655,0.6730174171420643
318,0.09407681828851437,0.6731511028073506
319,0.09560237742836092,0.6735112031151969
320,0.0956378347082259,0.673519569390098
321,0.09650755426058168,0.6737247374007932
322,0.09662935749800658,0.673753464002036
323,0.09728347592439436,0.6739077051469441
324,0.09734204359355686,0.6739215130321362
325,0.09748948765459002,0.6739562726522789
326,0.09791532845934214,0.6740566499259427
327,0.09791747699259615,0.6740571563167626
328,0.09863123031795032,0.6742253532531705
329,0.09998498915239636,0.6745442134869993
330,0.10141688031359036,0.6748812605475896
331,0.10142284878633444,0.6748826649852018
332,0.10142507686420105,0.674883189271854
333,0.10143387323236738,0.6748852591308642
334,0.10155625921980087,0.6749140567315006
335,0.10159884774167198,0.6749240775028249
336,0.10219895342007486,0.675065257836992
337,0.10295980568089444,0.6752442015561239
338,0.10345005178119633,0.6753594703884152
339,0.10345166189400387,0.6753598489250209
340,0.10395044526393392,0.6754771000143511
341,0.10415654573536369,0.675525541611931
342,0.10416740975231133,0.6755280949590132
343,0.104274141261208,0.6755531792147744
344,0.10431087929250651,0.6755618131985411
345,0.10450176396382115,0.6756066717721056
346,0.10456492412327298,0.6756215138355065
347,0.10462247103234847,0.6756350364913285
348,0.1047387796288394,0.6756623662553028
349,0.10520032993866196,0.6757708064679285
350,0.10526322200278282,0.675785581194649
351,0.10539022001209174,0.6758154146331075
352,0.10574960133279106,0.6758998293098131
353,0.10584201888880894,0.6759215351338843
354,0.10606540216326794,0.675973997051333
355,0.10682467605664812,0.6761522778743213
356,0.10723583802116815,0.6762487976215729
357,0.10744510676411123,0.6762979170908399
358,0.10811639093170962,0.6764554531290767
359,0.108283253321933,0.6764946057109947
360,0.10838648392403993,0.6765188264569223
361,0.10879046033836144,0.6766136011301271
362,0.10907622117833246,0.6766806329762606
363,0.1092528582210662,0.6767220636259318
364,0.10932268061075959,0.6767384398672603
365,0.10934695892406954,0.6767441340348761
366,0.10939410537816806,0.6767551914819012
367,0.10942321022839518,0.6767620174602378
368,0.1104645425593465,0.6770061925539997
369,0.11050859811603878,0.6770165207581038
370,0.1106009106217137,0.6770381615789305
371,0.1113237851884731,0.6772075997686432
372,0.11196058387091036,0.6773568255198925
373,0.1124743035593911,0.6774771846370126
374,0.11308204600094782,0.6776195443567291
375,0.11442624422211453,0.6779343089158534
376,0.11442813562793011,0.6779347517172246
377,0.11515823835120395,0.6781056571314446
378,0.11517065684178712,0.6781085637492515
379,0.11556778566845752,0.6782015078413184
380,0.11567149541210267,0.678225778132165
381,0.11593963583853761,0.6782885249889258
382,0.11681826669360545,0.6784940940524229
383,0.11697472201701191,0.6785306932727453
384,0.11720172138772003,0.6785837915724968
385,0.11750870704491592,0.6786555939390275
386,0.1180725551580844,0.678787457835829
387,0.1181232556963813,0.6787993137913683
388,0.1186494847263885,0.6789223582020096
389,0.11877012173517701,0.6789505632334191
390,0.1192804115858019,0.6790698585635239
391,0.11929658591592203,0.6790736395062341
392,0.119603491435476,0.6791453790504967
393,0.12017967025236494,0.6792800448966008
394,0.12077354322773996,0.6794188239291116
395,0.12080434539831204,0.679426021316143
396,0.12080996102290036,0.6794273334842504
397,0.12082571161036663,0.6794310138155877
398,0.12116897719641996,0.6795112184683071
399,0.12117235021427751,0.6795120065438859
400,0.12136246594215862,0.6795564242516559
401,0.12159163556408638,0.6796099633602168
402,0.1217063034654602,0.6796367511193508
403,0.12197642605860667,0.6796998517482035
404,0.12350853231125943,0.6800576696508762
405,0.1236382456442916,0.6800879574763762
406,0.1245086050784823,0.6802911603363998
407,0.12470011605703064,0.6803358667834075
408,0.1251791426790674,0.680447682356319
409,0.1260293137478538,0.680646101403847
410,0.12621126529925694,0.680688561699758
411,0.12624125286682036,0.6806955594499505
412,0.12669560596783816,0.680801579483398
413,0.12673889305289196,0.6808116796745738
414,0.12687058696836057,0.6808424072923707
415,0.12704427331602164,0.6808829315305054
416,0.12716297965072956,0.6809106270649037
417,0.12796872339985715,0.6810985982898676
418,0.1280500738631665,0.6811175747542529
419,0.12823510240026934,0.681160734852015
420,0.12889277235562605,0.6813141314364337
421,0.12892273469555834,0.6813211194616177
422,0.1289655431585036,0.6813311034793639
423,0.12915920335940784,0.6813762689262324
424,0.12930241590662478,0.6814096679047975
425,0.13018790510188724,0.6816161556318171
426,0.1302716810695265,0.681635689693631
427,0.13050056359398057,0.681689056821073
428,0.13081230946609385,0.6817617412793885
429,0.13112937003091366,0.6818356609122271
430,0.13119033793659277,0.6818498745433029
431,0.13130219516386227,0.6818759517794043
432,0.13137245501697706,0.6818923311869985
433,0.13166092742262728,0.6819595796612764
434,0.13190113366596498,0.6820155739629965
435,0.13228248466033662,0.6821044660210852
436,0.13247332942777137,0.6821489495178051
437,0.13295043236113288,0.6822601504936024
438,0.1332070405966747,0.6823199562879276
439,0.13321676513088804,0.6823222226691663
440,0.1336212600817149,0.6824164906510485
441,0.13369652546630473,0.6824340307255019
442,0.13369831756868636,0.6824344483602105
443,0.13394031693028643,0.6824908433497843
444,0.13422979313831865,0.6825582997363383
445,0.1344761719000148,0.6826157110510058
446,0.13457275782980802,0.6826382170349098
447,0.13507146391108266,0.6827544185054596
448,0.1351413080656904,0.6827706920014508
449,0.13551161640804987,0.6828569703981594
450,0.13622389334027224,0.6830229131713432
451,0.1362564878854333,0.6830305065493247
452,0.13646141278871352,0.6830782461556582
453,0.13652536120573167,0.6830931434419399
454,0.13661831497663202,0.6831147975597538
455,0.13690661657109252,0.6831819576449809
456,0.1374274612496879,0.6833032834975682
457,0.13823628866220514,0.6834916794042956
458,0.1384904987304252,0.6835508881905175
459,0.13891615694537562,0.6836500263954735
460,0.13895973948239673,0.6836601768048904
461,0.13953998097251308,0.683795311978177
462,0.14030712292808353,0.683973965758512
463,0.14080775372555845,0.6840905484923141
464,0.14164774352470774,0.6842861499593297
465,0.1419118542978041,0.6843476492941225
466,0.1420818636928765,0.684387236266052
467,0.1437905130793702,0.6847850819540333
468,0.14407298801799348,0.6848508518112193
469,0.14420145467326598,0.6848807631035229
470,0.14464650747372312,0.6849843855112312
471,0.14521827157615608,0.6851175092556505
472,0.14534463647402118,0.6851469306640079
473,0.14538307844397705,0.6851558810625393
474,0.14555941316959964,0.6851969368424883
475,0.1456407966142812,0.6852158852304986
476,0.14567619838108173,0.6852241277703258
477,0.14583602804384355,0.685261340661767
478,0.14589544993524448,0.6852751757669735
479,0.1460039784419058,0.6853004442894348
480,0.14616146583618275,0.6853371118442277
481,0.1462605504728386,0.6853601815843567
482,0.14651652079137148,0.6854197788744721
483,0.14655500155046647,0.685428738319262
484,0.14681626288999367,0.6854895676969188
485,0.14691427268838814,0.6855123873367153
486,0.1474622903653731,0.6856399831443676
487,0.14837598505195881,0.685852724117265
488,0.14840364165361283,0.6858591636686534
489,0.14861514602763795,0.685908410484842
490,0.14870637399779638,0.6859296521941846
491,0.14904134109661232,0.6860076473458182
492,0.14919412819374706,0.6860432233369198
493,0.14924633262263642,0.6860553790331273
494,0.14970264627671934,0.6861616321405447
495,0.15122281612273597,0.6865156263901434
496,0.151399089766844,0.6865566767712642
497,0.15145880652755486,0.6865705836614975
498,0.15178990877710888,0.6866476922431703
499,0.1518030861161771,0.6866507610844732
500,0.15229688657286025,0.6867657636843544
501,0.152486475071595,0.6868099188395395
502,0.15274100350205244,0.6868691997372459
503,0.15300133430584067,0.6869298335488135
504,0.153487463281473,0.6870430624348919
505,0.15361685373331468,0.6870732009605235
506,0.15398952807051136,0.6871600092454229
507,0.15411305041739648,0.6871887825189786
508,0.15419650264393955,0.6872082220955702
509,0.1551119169379319,0.6874214737217549
510,0.1552552313545913,0.6874548619208398
511,0.15561416463003722,0.6875384859316327
512,0.15610626136908118,0.6876531408055657
513,0.15656333622270746,0.6877596428828023
514,0.1566366165402462,0.6877767184287376
515,0.1570135877064308,0.6878645619476315
516,0.15720870537173498,0.6879100310806044
517,0.15722897102954767,0.6879147537532996
518,0.15724167101553072,0.6879177133427546
519,0.1575836590430617,0.6879974119869422
520,0.15762882505562434,0.6880079380215002
521,0.15771450915528815,0.688027907086314
522,0.15793793012325708,0.688079977618649
523,0.15854569782524133,0.6882216335692207
524,0.15855244927604153,0.6882232072485888
525,0.1594024558813721,0.6884213476585875
526,0.1595183889656561,0.688448374455308
527,0.15985363273593148,0.6885265310122045
528,0.16112338578020147,0.6888225971632015
529,0.16137775693111858,0.6888819171991234
530,0.16174728354126025,0.6889680972066481
531,0.16181554605544118,0.6889840179180108
532,0.161950608774849,0.6890155189497041
533,0.16217384171715976,0.6890675860910376
534,0.1622585772243075,0.6890873505482781
535,0.16250350263730548,0.689144481105726
536,0.16323032652971986,0.689314035605094
537,0.16339867090656476,0.6893533110832274
538,0.1636318520461535,0.68940771570877
539,0.1636720594233083,0.6894170969769612
540,0.16374422534520208,0.6894339350936578
541,0.1639568630596174,0.6894835504121843
542,0.16415781780611582,0.6895304419508481
543,0.1642058295090773,0.6895416455074183
544,0.16425541715107514,0.6895532169423707
545,0.16454623028013624,0.6896210818374026
546,0.1647790927183594,0.6896754265936831
547,0.1648267698172196,0.6896865537102155
548,0.16500724325297075,0.6897286746513602
549,0.16546605777883225,0.6898357663518377
550,0.1655860508460047,0.6898637758833012
551,0.16581867004649847,0.6899180777044952
552,0.16627346433199622,0.6900242525492368
553,0.16641989645667385,0.690058440770161
554,0.1666318684805576,0.6901079332167979
555,0.16682778929521402,0.6901536803841901
556,0.1669946220997623,0.6901926374247995
557,0.16711732709752988,0.6902212913126724
558,0.16718430230283965,0.690236931661175
559,0.16726348488513332,0.6902554230953507
560,0.16732345900394802,0.6902694290588219
561,0.16741665183245008,0.6902911931552396
562,0.16838686188129204,0.6905178076586046
563,0.16917876420599803,0.6907028205941596
564,0.16942529393484101,0.6907604263000806
565,0.16984766457762465,0.6908591299289317
566,0.17026227529802138,0.690956032389604
567,0.17031538983211378,0.690968447160544
568,0.1706852726804093,0.6910549076986557
569,0.17077868187004486,0.6910767437779783
570,0.170826245051652,0.6910878627733079
571,0.17084770994260381,0.6910928807430975
572,0.17093415044583465,0.6911130887747327
573,0.17154056310440588,0.6912548713028963
574,0.17167055828892566,0.6912852684591715
575,0.17230560542419956,0.6914337818921396
576,0.1725585505472763,0.6914929448088974
577,0.17272262258124646,0.6915313233084687
578,0.17291391423866753,0.6915760714837227
579,0.17370337656178386,0.6917607783190373
580,0.17414010144606848,0.6918629783714669
581,0.17456603257883122,0.6919626675553808
582,0.1749006644279051,0.6920409986732072
583,0.17548813880668715,0.6921785382384349
584,0.17598443526562377,0.6922947540220168
585,0.17622847062397087,0.6923519065605135
586,0.17642364689321766,0.6923976201102285
587,0.17658487586735255,0.6924353851277913
588,0.17722624121261735,0.6925856360398484
589,0.17735409978398609,0.6926155934470883
590,0.17801286196555657,0.6927699652273818
591,0.1785969462337936,0.6929068699322954
592,0.1786520020386015,0.6929197761744506
593,0.17913871826384972,0.693033884816789
594,0.17927896443133925,0.6930667690132156
595,0.17957667062625476,0.6931365796689306
596,0.17964095126665988,0.693151654248944
597,0.17968619900366947,0.6931622656162274
598,0.1798131006631811,0.6931920272432344
599,0.18016444791431085,0.6932744348727803
600,0.1801713522456154,0.6932760543829154
601,0.18041880251792677,0.6933341003732567
602,0.1805931228646663,0.693374995295104
603,0.1815007284797412,0.6935879633939125
604,0.18152560060985642,0.6935938007204904
605,0.18156959066898373,0.693604125048316
606,0.18175328391568063,0.693647239322486
607,0.1817977923082425,0.6936576862972923
608,0.18211129266621587,0.6937312763974378
609,0.18364133040313416,0.6940905743214358
610,0.18376814093807356,0.694120363892404
611,0.18407972400822842,0.6941935661983802
612,0.18417070616031045,0.694214943151815
613,0.18500040462425368,0.694409927238502
614,0.1850924520225265,0.6944315634107019
615,0.18546853894205267,0.6945199737925055
616,0.18567993839908853,0.6945696761532797
617,0.1857196017350783,0.6945790019792678
618,0.18586567224290357,0.6946133482096345
619,0.18599151060670652,0.6946429390080407
620,0.18663335009066476,0.6947938937924796
621,0.18665869412377617,0.6947998553980724
622,0.1868367975028356,0.6948417521362203
623,0.18722566716843025,0.694933241267594
624,0.18732423097429193,0.6949564329557504
625,0.18833996200362016,0.6951954931411567
626,0.18847585406246736,0.6952274850730015
627,0.18850182737263876,0.6952335999863287
628,0.18854197810568926,0.6952430528473914
629,0.1889773733498932,0.6953455713773179
630,0.18922492259835536,0.6954038689692887
631,0.1897130376456511,0.6955188396465302
632,0.18981178648716382,0.6955421022064411
633,0.19037562731113558,0.6956749488204629
634,0.19038093225750152,0.6956761988889162
635,0.191240357756998,0.6958787573882074
636,0.19124468448092483,0.6958797773661817
637,0.19140868698135596,0.6959184407180617
638,0.19148375031415701,0.6959361377983749
639,0.19149178976634293,0.695938033233117
640,0.19166548462770455,0.6959789864634427
641,0.19173943980054448,0.6959964244119214
642,0.1918536848918246,0.6960233635609004
643,0.19192785082903305,0.6960408527761959
644,0.19227230060767958,0.69612208626579
645,0.19231575867204964,0.6961323361692239
646,0.19253319464066593,0.69618362323111
647,0.1931628611297752,0.6963321739526134
648,0.19320472247312837,0.6963420514488418
649,0.19339449677346615,0.6963868325818653
650,0.1936440341002029,0.6964457221867101
651,0.19374994271091103,0.6964707182234733
652,0.19414282048826528,0.6965634543434294
653,0.19469760993171142,0.6966944381402008
654,0.19483949055524086,0.6967279411925764
655,0.19489287864530275,0.6967405486004395
656,0.19496684222023575,0.6967580153637092
657,0.19530134194769952,0.6968370163183757
658,0.1955727098005434,0.6969011161937536
659,0.1957545383775634,0.6969440705638543
660,0.196109352017486,0.6970279007381995
661,0.19653054536799291,0.6971274322635
662,0.19674538408784473,0.6971782080085712
663,0.1968219845892341,0.6971963132731529
664,0.19706395878192393,0.6972535104382984
665,0.19724535768958476,0.6972963932058888
666,0.1974839412766181,0.6973527999353513
667,0.1975643993425088,0.697371823501675
668,0.1976695525214545,0.697396687062746
669,0.19807411798670166,0.6974923581246838
670,0.1985155666437322,0.6975967714637918
671,0.19880462960986298,0.6976651532274349
672,0.19894692383475604,0.6976988181347459
673,0.19943548264762556,0.69781442096649
674,0.19947297036768102,0.6978232923560487
675,0.2007970723474593,0.6981367319525595
676,0.20108024123373358,0.6982037865451507
677,0.2018911549374478,0.698395855465713
678,0.20243359579675202,0.6985243707849712
679,0.20311256193847066,0.6986852705284262
680,0.20380349816449767,0.6988490495950179
681,0.20386074656154543,0.6988626215906678
682,0.20414798661729072,0.6989307224092521
683,0.20485514606309052,0.6990984098277305
684,0.20540881534613364,0.6992297282817442
685,0.20557535419061285,0.6992692323099793
686,0.2057356503986496,0.6993072574988656
687,0.2060692623530809,0.699386402353187
688,0.20651960099199754,0.6994932514366416
689,0.2065551172071776,0.699501678738986
690,0.20685263288436123,0.6995722766497549
691,0.2069517169627403,0.6995957897202346
692,0.20717980796855387,0.6996499190255063
693,0.20769318788901736,0.6997717630107918
694,0.2077164485443701,0.6997772839836095
695,0.20775694623853103,0.6997868962817025
696,0.20828058183516582,0.6999111913879237
697,0.20830461525994276,0.6999168965323721
698,0.20891539832432254,0.7000618958245087
699,0.20914240214564975,0.7001157905803709
700,0.20967706671708372,0.7002427375861309
701,0.209916961982443,0.7002996999685027
702,0.2099915408638245,0.7003174088721196
703,0.21014630233681708,0.7003541578343366
